item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
few               -4.27158 0.003796 0.109092 -4.27001 -4.48695 -4.06080 0        NaN      NaN     
few               -4.47327 0.002984 0.126642 -4.47548 -4.70640 -4.22614 0        NaN      NaN     
few               -4.30208 0.002665 0.095559 -4.30037 -4.48745 -4.11904 0        NaN      NaN     
few               -5.28298 0.004265 0.147884 -5.27494 -5.56967 -5.00917 0        NaN      NaN     
few               -3.70896 0.002295 0.074931 -3.70571 -3.86047 -3.57143 0        NaN      NaN     
few               -4.60369 0.003302 0.122829 -4.60182 -4.85859 -4.37828 0        NaN      NaN     
few               -4.67431 0.003205 0.128091 -4.67612 -4.92896 -4.43363 0        NaN      NaN     
fight             -4.19032 0.002885 0.097831 -4.18771 -4.37566 -4.00196 0        NaN      NaN     
fight             -7.68768 0.006682 0.179674 -7.68675 -8.01577 -7.32344 0        NaN      NaN     
fight             -10.9873 0.007959 0.277063 -10.9831 -11.5076 -10.4503 0        NaN      NaN     
fight             -3.88843 0.002621 0.082627 -3.88789 -4.05533 -3.73422 0        NaN      NaN     
fight             -4.96990 0.003564 0.13967  -4.96354 -5.22987 -4.68586 0        NaN      NaN     
