item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
fall_drop         -3.98711 0.003146 0.085055 -3.98395 -4.14860 -3.81714 0        NaN      NaN     
fall_drop         -4.34045 0.002755 0.073497 -4.33980 -4.47956 -4.19128 0        NaN      NaN     
fall_drop         -5.91241 0.003306 0.097709 -5.90899 -6.11063 -5.72482 0        NaN      NaN     
far               -11.9495 0.010018 0.369269 -11.9292 -12.6722 -11.2771 0        NaN      NaN     
far               -5.57892 0.003993 0.126991 -5.57751 -5.83793 -5.34557 0        NaN      NaN     
far               -5.44966 0.005117 0.17492  -5.44106 -5.81040 -5.13667 0        NaN      NaN     
far               -8.32833 0.006814 0.170226 -8.32637 -8.64929 -7.99131 0        NaN      NaN     
far               -4.55886 0.002557 0.068074 -4.55629 -4.69793 -4.43022 0        NaN      NaN     
far               -4.33691 0.003064 0.085817 -4.33553 -4.51351 -4.18711 0        NaN      NaN     
far               -4.33691 0.003064 0.085817 -4.33553 -4.51351 -4.18711 0        NaN      NaN     
far               -4.00464 0.003098 0.084387 -4.00143 -4.16277 -3.83405 0        NaN      NaN     
far               -4.83704 0.003303 0.096814 -4.83586 -5.02044 -4.64621 0        NaN      NaN     
far               -5.93016 0.00325  0.096483 -5.92664 -6.12648 -5.74615 0        NaN      NaN     
far               -4.93345 0.002802 0.077729 -4.93211 -5.08878 -4.78729 0        NaN      NaN     
far               -4.74836 0.002924 0.092499 -4.74768 -4.93870 -4.58298 0        NaN      NaN     
fat_grease        -4.27611 0.003249 0.08899  -4.27508 -4.45656 -4.11504 0        NaN      NaN     
fat_grease        -7.62334 0.005821 0.168896 -7.61640 -7.95039 -7.30457 0        NaN      NaN     
father            -14.6188 0.009088 0.338022 -14.6073 -15.2620 -13.9140 0        NaN      NaN     
father            -11.9532 0.008847 0.33254  -11.9415 -12.6557 -11.3415 0        NaN      NaN     
father            -5.89984 0.00319  0.124345 -5.89753 -6.13386 -5.64762 0        NaN      NaN     
father            -4.35105 0.003017 0.085063 -4.34936 -4.52593 -4.20189 0        NaN      NaN     
fear_verb         -10.2439 0.008722 0.310628 -10.2342 -10.8720 -9.68185 0        NaN      NaN     
fear_verb         -12.6132 0.015659 0.593377 -12.5991 -13.7940 -11.5072 0        NaN      NaN     
fear_verb         -5.86709 0.003252 0.125136 -5.86477 -6.11000 -5.62051 0        NaN      NaN     
fear_verb         -14.3974 0.008192 0.273038 -14.3982 -14.9177 -13.8578 0        NaN      NaN     
feather_large     -4.69873 0.004164 0.127233 -4.69611 -4.93916 -4.43804 0        NaN      NaN     
feather_large     -20.0520 0.023664 0.695413 -20.0283 -21.7374 -18.8013 0        NaN      NaN     
feather_large     -14.1428 0.019006 0.526036 -14.1148 -15.3149 -12.9889 0        NaN      NaN     
feather_large     -9.98458 0.007899 0.312549 -10.0327 -10.5277 -9.21505 0        NaN      NaN     
