ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
3116	eat	Shanenawa	pi	pi	p i	322	0	p i - -		None
3117	eat	Yawanawa	pi	pi	p i	322	0	p i - -		None
3118	eat	Nukini	pi	pi	p i	322	0	p i - -		None
3119	eat	Poyanawa	pi	pi	p i	322	0	p i - -		None
3120	eat	Iskonawa	pi	pi	p i	322	0	p i - -		None
3121	eat	Chakobo	pi	pi	p i	322	0	p i - -		None
3122	eat	Pakawara	pi	pi	p i	322	0	p i - -		None
3123	eat	Kakataibo	pi	pi	p i	322	0	p i - -		None
3124	eat	Kaxarari	pi	pi	p i	322	0	p i - -		None
3125	eat	Mastanawa	pi	pi	p i	322	0	p i - -		None
3126	eat	Chaninawa	pi:	pi:	p iː	322	0	p iː - -		None
3127	eat	Sharanawa	pi	pi	p i	322	0	p i - -		None
3128	eat	Amawaka	pi	hiɾi	p i	322	0	p i - -		None
3129	eat	Nawa	pi	pi	p i	322	0	p i - -		None
3130	eat	Marinawa	pi	pi	p i	322	0	p i - -		None
3131	eat	Yaminawa	piʔi	piʔi	p i ʔ i	322	0	p i ʔ i		None
3132	eat	Kashinawa_P	pi	pja	p i	322	0	p i - -		None
3133	eat	Kashinawa_B	pi	pi	p i	322	0	p i - -		None
3134	suck	Matses	tʃiʃ	tʃiʃ	tʃ i ʃ	1220	0	tʃ i ʃ		None
3135	suck	Matis	tʃiʃ	tʃiʃ	tʃ i ʃ	1220	0	tʃ i ʃ		None
3136	suck	Marubo	ujua	ujua	u j u	1218	0	u j u		None
3137	suck	Katukina	aki	aki	a k i	1223	0	a k i		None
3138	suck	Katukina	kuku	kuku	k u k u	1217	0	k u - k u		None
3139	suck	Shipibo_Konibo	βia	βia	β i a	1222	0	β i a		None
3140	suck	Shipibo_Konibo	uyu	uyu	u j u	1218	0	u j u		None
3141	suck	Kapanawa	kuku	kuku	k u + k u	1217	0	k u + k u		None
3142	suck	Kapanawa	uyu	uyu	u j u	1218	0	u j u		None
3143	suck	Shanenawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3144	suck	Yawanawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3145	suck	Poyanawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3146	suck	Iskonawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3147	suck	Chakobo	tsupaʔa	tsupa?a	ts u p a ʔ a	1610	0	ts u p a ʔ a		None
3148	suck	Kakataibo	ku	uɲu	k u	1217	0	k u - - -		None
3149	suck	Mastanawa	kuʔu	kuʔu	k u ʔ u	1217	0	k u ʔ - u		None
3150	suck	Chaninawa	kuku	kukuj	k u k u	1217	0	k u - k u		None
3151	suck	Sharanawa	kukui	kuku(w)i	k u k u	1217	0	k u - k u		None
3152	suck	Amawaka	kuku	kuʔku	k u k u	1217	0	k u - k u		None
3153	suck	Nawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3154	suck	Marinawa	kuku	kuku	k u k u	1217	0	k u - k u		None
3155	suck	Yaminawa	kuʔuwi	kuʔuwi	k u ʔ u	1217	0	k u ʔ - u		None
3156	suck	Kashinawa_P	kuku	kuku	k u k u	1217	0	k u - k u		None
3157	vomit [verb]	Matses	uk	uk	u k	1363	0	u k		None
3158	vomit [verb]	Matis	uk	uk	u k	1363	0	u k		None
3159	vomit [verb]	Marubo	anan	anan	a n a n	1361	0	- a n a n		None
3160	vomit [verb]	Katukina	βupi	βupi	β u p i	1365	0	β u p i		None
3161	vomit [verb]	Shipibo_Konibo	kinan	kinan	k i n a n	1332	0	k i n a n		None
3162	vomit [verb]	Kapanawa	hana	hanaiki	h a n a	1361	0	h a n a -		None
3163	vomit [verb]	Kapanawa	kinan	kinani	k i n a n	1332	0	k i n a n		None
3164	vomit [verb]	Arara	anã	anã	a n ã	1361	0	- a n ã - - - -		None
3165	vomit [verb]	Shanenawa	anan	anan	a n a n	1361	0	- a n a n		None
3166	vomit [verb]	Yawanawa	anan	anan	a n a n	1361	0	- a n a n		None
3167	vomit [verb]	Nukini	anan	anan	a n a n	1361	0	- a n a n		None
3168	vomit [verb]	Poyanawa	anan	anan	a n a n	1361	0	- a n a n		None
3169	vomit [verb]	Iskonawa	anan	anan	a n a n	1361	0	- a n a n		None
3170	vomit [verb]	Chakobo	hana	hana	h a n a	1361	0	h a n a -		None
3171	vomit [verb]	Kakataibo	ana	ana	a n a	1361	0	- a n a -		None
3172	vomit [verb]	Kaxarari	hilũ	hilũ	h i l ũ	1364	0	h i l ũ		None
3173	vomit [verb]	Mastanawa	ana	ana	a n a	1361	0	- a n a -		None
3174	vomit [verb]	Chaninawa	ana	anaj	a n a	1361	0	- a n a -		None
3175	vomit [verb]	Sharanawa	anaj	anaj	a n a dʒ	1361	0	- a n a dʒ		None
3176	vomit [verb]	Amawaka	hana	hana	h a n a	1361	0	h a n a -		None
3177	vomit [verb]	Nawa	ana	ana	a n a	1361	0	- a n a -		None
3178	vomit [verb]	Marinawa	ana	ana	a n a	1361	0	- a n a -		None
3179	vomit [verb]	Kashinawa_P	hana	hana	h a n a	1361	0	h a n a -		None
3180	vomit [verb]	Kashinawa_B	hanaĩ	hanaĩ	h a n a	1361	0	h a n a -		None
3181	spit [verb]	Matses	piʃtuka	piʃtuka	p i ʃ t u + k a	1136	0	p i ʃ t u + k a		None
3182	spit [verb]	Matis	pid	pid	p i d	325	0	p i d -		None
3183	spit [verb]	Marubo	tuʃpa	tuʃpa	t u ʃ p a	1137	0	t u ʃ p a		None
3184	spit [verb]	Katukina	kemu	kemu	k e m u	1135	0	k e m u		None
3185	spit [verb]	Shipibo_Konibo	tuʃβa	tuʃβa	t u ʃ β a	1137	0	t u ʃ β a		None
3186	spit [verb]	Kapanawa	tuʂβan	tuʂβan	t u ʂ β a + n	1137	0	t u ʂ β a + n		None
3187	spit [verb]	Poyanawa	kunβu	kunβu	k u n β u	1130	0	k u n β u		None
3188	spit [verb]	Iskonawa	kuʃβu ik	kuʃβu ik	k u ʃ β u + i k	1321	0	k u ʃ β u # i k		None
3189	spit [verb]	Chakobo	kuʃu	kuʃu	k u ʃ u	1132	0	k u ʃ u		None
3190	spit [verb]	Kakataibo	tuʃuki	tuʃuki	t u ʃ u + k i	97	0	t u ʃ u k i		None
3191	spit [verb]	Mastanawa	bɨʧu	bɨʧu	b ɨ tʃ u	1129	0	b ɨ tʃ u		None
3192	spit [verb]	Chaninawa	bit͡ʃu	bit͡ʃuj	b i tʃ u	1129	0	b i tʃ u		None
3193	spit [verb]	Sharanawa	bichu	bichu(w)i	b i tʃ u	1129	0	b i tʃ u		None
3194	spit [verb]	Amawaka	kuçu	kuçtu	k u ç u	1132	0	k u ç u		None
3195	spit [verb]	Nawa	bɨʧu	bɨʧuɸi	b ɨ tʃ u	1129	0	b ɨ tʃ u		None
3196	spit [verb]	Marinawa	bɨʧu	bɨʧu	b ɨ tʃ u	1129	0	b ɨ tʃ u		None
3197	spit [verb]	Yaminawa	bɨʧu	bɨʧuwi	b ɨ tʃ u	1129	0	b ɨ tʃ u		None
3198	spit [verb]	Kashinawa_P	miʧu	miʧwa	m i ʧ u	1134	0	m i ʧ u		None
3199	sleep	Matses	uʂ	uʂ	u ʂ	1073	0	u ʂ -		None
3200	sleep	Matis	uʂ	uʂ	u ʂ	1073	0	u ʂ -		None
3201	sleep	Marubo	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3202	sleep	Katukina	uxa	uxa	u x/ʂ a	1073	0	u x/ʂ a		None
3203	sleep	Shipibo_Konibo	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3204	sleep	Kapanawa	uʂa	uʂai	u ʂ a	1073	0	u ʂ a		None
3205	sleep	Arara	uʃa	uʃa	u ʃ a	1073	0	u ʃ a		None
3206	sleep	Shanenawa	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3207	sleep	Yawanawa	uʃa	uʃa	u ʃ a	1073	0	u ʃ a		None
3208	sleep	Nukini	uha	uha	u h a	1073	0	u h a		None
3209	sleep	Poyanawa	uhu	uhu	u h u	1073	0	u h u		None
3210	sleep	Iskonawa	uhu	uhu	u h u	1073	0	u h u		None
3211	sleep	Chakobo	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3212	sleep	Pakawara	uʃa	uʃa	u ʃ a	1073	0	u ʃ a		None
3213	sleep	Kakataibo	uʂ	uʂ	u ʂ	1073	0	u ʂ -		None
3214	sleep	Kaxarari	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3215	sleep	Mastanawa	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3216	sleep	Chaninawa	uʂa	uʂaj	u ʂ a	1073	0	u ʂ a		None
3217	sleep	Sharanawa	uʂa	uʂaj	u ʂ a	1073	0	u ʂ a		None
3218	sleep	Amawaka	uça	uça	u ç a	1073	0	u ç a		None
3219	sleep	Nawa	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3220	sleep	Marinawa	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3221	sleep	Yaminawa	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3222	sleep	Kashinawa_P	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3223	sleep	Kashinawa_B	uʂa	uʂa	u ʂ a	1073	0	u ʂ a		None
3224	breathe	Matses	tiβoke	tiβoke	t i β o k e	136	0	t i β o k e		None
3225	breathe	Matis	ʂakanke	ʂakanke	ʂ a k a n + k e	127	0	ʂ a k a - n - - + k e		None
3226	breathe	Marubo	ʃinan	ʃinanβi	ʃ i n a n	135	0	ʃ i n a n		None
3227	breathe	Katukina	atix	atix	a t i x/ʂ	134	0	a t i x		None
3228	breathe	Shipibo_Konibo	huin	huin	h u i n	128	0	h u i n - -		None
3229	breathe	Kapanawa	huin	huini	h u i n	128	0	h u i n - -		None
3230	breathe	Kapanawa	tɨβai	tɨβai	t ɨ β a	139	0	t ɨ β a i		None
3231	breathe	Arara	sakã	sakã	s a k ã	127	0	s a k ã - - - -		None
3232	breathe	Shanenawa	ʂakan	ʂakan	ʂ a k a n	127	0	ʂ a k a - n - -		None
3233	breathe	Iskonawa	huan	huan	h u a n	128	0	h u a n - -		None
3234	breathe	Chakobo	ʂaka	ʂaka	ʂ a k a	127	0	ʂ a k a - - - -		None
3235	breathe	Chakobo	ʂɨo	ʂɨo	ʂ ɨ o	138	0	ʂ ɨ o		None
3236	breathe	Kakataibo	oin	oin	o i n	128	0	- o i n - -		None
3237	breathe	Kaxarari	huinwa	huinwa	h u i n w a	128	0	h u i n w a		None
3238	breathe	Mastanawa	ʂaʔa	ʂaʔa	ʂ a ʔ a	127	0	ʂ a ʔ a - - - -		None
3239	breathe	Chaninawa	ʂakan iki	ʂakaiki	ʂ a k a n + i k i	127	0	ʂ a k a - n - - + i k i		None
3240	breathe	Sharanawa	ʂakainki	ʂakainki	ʂ a k a j n k i	127	0	ʂ a k a i n k i		None
3241	breathe	Amawaka	çakan	çakan	ç a k a n	127	0	ç a k a - n - -		None
3242	breathe	Nawa	ʂaka	ʂaka	ʂ a k a	127	0	ʂ a k a - - - -		None
3243	breathe	Marinawa	ʂakainki	ʂakainki	ʂ a k a j n k i	127	0	ʂ a k a i n k i		None
3244	breathe	Yaminawa	ʂaʔan	ʂaʔaʔi	ʂ a ʔ a n	127	0	ʂ a ʔ a - n - -		None
3245	breathe	Kashinawa_P	ʂɨtɨa	ʂɨtɨa	ʂ ɨ t ɨ a	133	0	ʂ ɨ t ɨ a		None
3246	breathe	Kashinawa_B	ʂuĩsinɨi	ʂuĩsinɨi	ʂ u ĩ s i n ɨ i	132	0	ʂ u ĩ s i n ɨ i		None
3247	swell	Matses	βidiske	βidiske	β i + d i s k e	1232	0	β i + d i s k e		None
3248	swell	Matis	βidiske	βidiske	β i + d i s k e	1232	0	β i + d i s k e		None
3249	swell	Marubo	suru	suru	s u r u	1234	0	s u r u		None
3250	swell	Shipibo_Konibo	ɨstɨa	ɨstɨa	ɨ s t ɨ a	1615	0	ɨ s t ɨ a		None
3251	swell	Shipibo_Konibo	suika	suika	s u i k a	1231	0	s u i k a		None
3252	swell	Kapanawa	sui	suiti	s u i	1231	0	s u i - -		None
3253	swell	Kapanawa	suru	suruti	s u r u	1234	0	s u r u		None
3254	swell	Yawanawa	suika	suika	s u i k a	1231	0	s u i k a		None
3255	swell	Iskonawa	suik	suik	s u i k	1231	0	s u i k -		None
3256	swell	Chakobo	bai	bai	b a i	1239	0	b a i		None
3257	swell	Kakataibo	tiski	tiskiti	t i s k i	1232	0	- - - t i s k i		None
3258	swell	Mastanawa	ɸaɾaʃia	ɸaɾaʃia	ɸ a ɾ a ʃ i a	1613	0	ɸ a ɾ a ʃ i - a		None
3259	swell	Chaninawa	ɸaɾaʂika	ɸaɾaʂika	ɸ a ɾ a ʂ i k a	1613	0	ɸ a ɾ a ʂ i k a		None
3260	swell	Sharanawa	suika	su:ika	s u i k a	1231	0	s u i k a		None
3261	swell	Amawaka	nuwa	nuwa	n u w a	1237	0	n u w a		None
3262	swell	Nawa	ɸaɾaʃi	ɸaɾaʃi	ɸ a ɾ a ʃ i	1613	0	ɸ a ɾ a ʃ - - i		None
3263	swell	Marinawa	ɸaɾaʂɨka	ɸaɾaʂɨka	ɸ a ɾ a ʂ ɨ k a	1613	0	ɸ a ɾ a ʂ ɨ k a		None
3264	swell	Yaminawa	waɾaʃiʔa	waɾaʃiʔa	w a ɾ a ʃ i ʔ a	1613	0	w a ɾ a ʃ i ʔ a		None
3265	swell	Kashinawa_P	suika	sujka	s u i k a	1231	0	s u i k a		None
3266	swell	Kashinawa_P	ʂaʂa	ʂaʂa	ʂ a ʂ a	1236	0	ʂ a ʂ a		None
3267	live	Matses	ik	ik	i k	704	0	i k		None
3268	live	Matis	amaimen	amaimen	a m a j m e n	702	0	a m a i m e n		None
3269	live	Marubo	nisa	nisa	n i s a	701	0	n i s a		None
3270	live	Shipibo_Konibo	ha	ha	h a	706	0	h a		None
3271	live	Kapanawa	hiwɨ	hiwɨti	h i w ɨ	696	0	h i w ɨ		None
3272	live	Shanenawa	ɨnijupa	ɨnijupa	ɨ n i j u p a	705	0	ɨ n i j u p a		None
3273	live	Iskonawa	ɨwɨ	ɨwɨ	ɨ w ɨ	696	0	- ɨ w ɨ		None
3274	live	Chakobo	βɨsu	βɨsu	β ɨ s u	699	0	β ɨ s u		None
3275	live	Kakataibo	tso	tso	ts o	707	0	ts o		None
3276	live	Kaxarari	lui	lui	l u i	700	0	l u i		None
3277	live	Mastanawa	dia	djaj	d i a	694	0	d i - a		None
3278	live	Chaninawa	dia	dia	d i a	694	0	d i - a		None
3279	live	Sharanawa	dia	di:a	d i a	694	0	d i - a		None
3280	live	Amawaka	inu	inu	i n u	698	0	i n u		None
3281	live	Nawa	ika	ika	i k a	704	0	i k a		None
3282	live	Marinawa	dia	dija	d i a	694	0	d i j a		None
3283	live	Yaminawa	dija	dija	d i a	694	0	d i - a		None
3284	live	Yaminawa	tsawa	tsawa	ts a w a	678	0	ts a w a		None
3285	live	Kashinawa_P	hiwɨ	hiwɨa	h i w ɨ	696	0	h i w ɨ		None
3286	live	Kashinawa_B	hiwi	hiwi	h i w i	696	0	h i w i		None
3287	die	Matses	wɨnɨs	wɨnɨs	w ɨ n ɨ s	227	0	w ɨ n ɨ s		None
3288	die	Matis	na	nan	n a	220	0	n a		None
3289	die	Marubo	βupi	βupi	β u p i	224	0	β u p i		None
3290	die	Katukina	βupi	βupi	β u p i	224	0	β u p i		None
3291	die	Shipibo_Konibo	mawat	mawat	m a w a t	223	0	m a w a t		None
3292	die	Kapanawa	mawa	mawati	m a w a	223	0	m a w a -		None
3293	die	Arara	da	da	d a	220	0	- - d a - -		None
3294	die	Shanenawa	na	na	n a	220	0	n a		None
3295	die	Yawanawa	na	na	n a	220	0	n a		None
3296	die	Poyanawa	ajaka	ajaka	a j a k a	226	0	a j a k a		None
3297	die	Iskonawa	mahka	mahka	m a h k a	231	0	m a h k a		None
3298	die	Chakobo	na	na	n a	220	0	n a		None
3299	die	Chakobo	rɨso	rɨso	r ɨ s o	225	0	r ɨ s o		None
3300	die	Kakataibo	βama	βama	β a m a	230	0	β a m a		None
3301	die	Kaxarari	hɨtʃi	hɨtʃi	h ɨ tʃ i	228	0	h ɨ tʃ i		None
3302	die	Mastanawa	mɨda	mɨdaj	m ɨ d a	220	0	m ɨ d a		None
3303	die	Chaninawa	da	da	d a	220	0	d a		None
3304	die	Sharanawa	da	da:i	d a	220	0	d a		None
3305	die	Amawaka	na	naʔi	n a	220	0	n a		None
3306	die	Nawa	da	daj	d a	220	0	d a		None
3307	die	Marinawa	da	daj	d a	220	0	d a		None
3308	die	Yaminawa	da	daj	d a	220	0	d a		None
3309	die	Kashinawa_P	mawa	mawa	m a w a	223	0	m a w a -		None
3310	die	Kashinawa_B	dɨβu	dɨβu	d ɨ β u	229	0	d ɨ β u		None
3311	say	Matses	ke	ke	k e	981	0	- k e		None
3312	say	Matis	ke	ke	k e	981	0	- k e		None
3313	say	Marubo	iki	iki	i k i	981	0	i k i		None
3314	say	Shipibo_Konibo	yui	yui	j u i	971	0	j u - i		None
3315	say	Kapanawa	yui	yui	j u i	971	0	j u - i		None
3316	say	Arara	tsã	tsã	ts ã	980	0	ts ã		None
3317	say	Shanenawa	ju	ju	j u	971	0	j u - -		None
3318	say	Yawanawa	jui	jui	j u i	971	0	j u - i		None
3319	say	Iskonawa	βana	βana	β a n a	974	0	β a n a		None
3320	say	Chakobo	i	i	i	981	0	i - -		None
3321	say	Kakataibo	ka	ka	k a	981	0	- k a		None
3322	say	Kaxarari	huya	huya	h u j a	1588	0	h u j a		None
3323	say	Mastanawa	juwi	juwja	j u w i	977	0	j u w i		None
3324	say	Chaninawa	jui	juwi	j u	971	0	j u - -		None
3325	say	Sharanawa	juwi	juwi	j u w i	971	0	j u w i		None
3326	say	Amawaka	jui	juʔi	j u i	971	0	j u - i		None
3327	say	Nawa	juwi	juwi	j u w i	971	0	j u w i		None
3328	say	Marinawa	jui	juwi	j u i	971	0	j u - i		None
3329	say	Yaminawa	juwi	juwi	j u w i	971	0	j u w i		None
3330	say	Kashinawa_P	jui	juj	j u i	971	0	j u - i		None
3331	say	Kashinawa_P	ʧani	ʧanja	tʃ a n i	975	0	tʃ a n i		None
3332	say	Kashinawa_B	hãtʃa	hãtʃa	h ã tʃ a	973	0	h ã tʃ a		None
3333	sing	Matses	kuɨdɨn	kuɨdɨn	kʷ ɨ d ɨ n	1045	0	k u ɨ d ɨ n		None
3334	sing	Matis	noman	noman	n o m a n	1050	0	n o m a n		None
3335	sing	Marubo	kuka	kukai	k u k a	1395	0	k u k a		None
3336	sing	Katukina	kanta	kanta	k a n t a	1331	0	k a n t a		None
3337	sing	Shipibo_Konibo	βɨwa	βɨwa	β ɨ w a	1336	0	β ɨ w - a		None
3338	sing	Kapanawa	βɨwai	βɨwai	β ɨ w a	1336	0	β ɨ w a i		None
3339	sing	Arara	ki	ki	k i	1342	0	k i - - - -		None
3340	sing	Shanenawa	ka	ka	k a	1352	0	k a		None
3341	sing	Poyanawa	rɨwɨ	rɨwɨ	r ɨ w ɨ	1043	0	r ɨ w ɨ - - - -		None
3342	sing	Iskonawa	rɨwin ik	rɨwin ik	r ɨ w i n + i k	1043	0	r ɨ w i n # i k		None
3343	sing	Chakobo	kɨkɨ	kɨkɨ	k ɨ k ɨ	1044	0	k ɨ k ɨ		None
3344	sing	Kakataibo	tupu	tupu	t u p u	1596	0	t u p u		None
3345	sing	Mastanawa	ɸana	ɸanaj	ɸ a n a	1042	0	ɸ a n a - - - -		None
3346	sing	Chaninawa	ɸana	ɸana	ɸ a n a	1042	0	ɸ a n a - - - -		None
3347	sing	Sharanawa	ɸana	ɸana	ɸ a n a	1042	0	ɸ a n a - - - -		None
3348	sing	Amawaka	wɨa	wɨa	w ɨ a	1595	0	- - w ɨ a		None
3349	sing	Nawa	ɸana iki	ɸana iki	ɸ a n a + i k i	1042	0	ɸ a n a # i k i		None
3350	sing	Marinawa	ɸana iki	ɸanajki	ɸ a n a + i k i	1042	0	ɸ a n a - - - - + - i k i		None
3351	sing	Yaminawa	wana ik	wana ik	w a n a + i k	1042	0	w a n a # i k		None
3352	sing	Kashinawa_P	nawa	nawa	n a w a	1049	0	n a w a		None
3353	heavy	Matses	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3354	heavy	Matis	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3355	heavy	Marubo	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3356	heavy	Katukina	ewe	ewe	e w e	573	0	e w e		None
3357	heavy	Shipibo_Konibo	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3358	heavy	Kapanawa	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3359	heavy	Arara	juitapa	juitapa	j u i t a p a	576	0	j u i t a p a		None
3360	heavy	Shanenawa	juitapa	juitapa	j u i t a p a	576	0	j u i t a p a		None
3361	heavy	Yawanawa	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3362	heavy	Iskonawa	hakama	hakama	h a k a m a	575	0	h a - k a m a		None
3363	heavy	Chakobo	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3364	heavy	Pakawara	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3365	heavy	Kakataibo	iɨ	iɨ	i ɨ	573	0	i ɨ		None
3366	heavy	Kaxarari	naiwɨ	naiwɨ	n a j w ɨ	573	0	n a i w ɨ		None
3367	heavy	Mastanawa	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3368	heavy	Chaninawa	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3369	heavy	Sharanawa	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3370	heavy	Amawaka	ijɨ	ijɨ	i j ɨ	573	0	i j ɨ		None
3371	heavy	Nawa	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3372	heavy	Marinawa	iwɨ	iwɨ	i w ɨ	573	0	i w ɨ		None
3373	heavy	Yaminawa	ɨwɨ	ɨwɨ	ɨ w ɨ	573	0	ɨ w ɨ		None
3374	heavy	Kashinawa_P	ʂankama	ʂankama	ʂ a n k a m a	575	0	ʂ a n k a m a		None
3375	heavy	Kashinawa_B	ʂãkama	ʂãkama	ʂ ã k a m a	575	0	ʂ ã - k a m a		None
3376	smooth	Matses	ise	ise	i s e	1102	0	i s e		None
3377	smooth	Matis	ise	ise	i s e	1102	0	i s e		None
3378	smooth	Marubo	majun	majun	m a j u n	1098	0	m a - j u n		None
3379	smooth	Katukina	manyu	manyu	m a n j u	1098	0	m a n j u -		None
3380	smooth	Shipibo_Konibo	yɨnkɨn	yɨnkɨn	j ɨ n k ɨ n	1100	0	j ɨ n k ɨ n -		None
3381	smooth	Kapanawa	yɨnkɨni	yɨnkɨni	j ɨ n k ɨ n i	1100	0	j ɨ n k ɨ n i		None
3382	smooth	Arara	maĩũ	maĩũ	m a ĩ ũ	1098	0	m a - ĩ ũ -		None
3383	smooth	Yawanawa	mayun	mayun	m a j u n	1098	0	m a - j u n		None
3384	smooth	Iskonawa	βara	βara	β a r a	1101	0	β a r a -		None
3385	smooth	Chakobo	para	para	p a r a	1101	0	p a r a -		None
3386	smooth	Kakataibo	βaran	βaran	β a r a n	1101	0	β a r a n		None
3387	smooth	Kaxarari	isuwi	isuwi	i s u w i	1106	0	i s u w i		None
3388	smooth	Mastanawa	ɲinɸa	ɲinɸa	ɲ i n ɸ a	1099	0	ɲ i n ɸ a		None
3389	smooth	Mastanawa	maɲu	maɲu	m a ɲ u	1098	0	m a ɲ - u -		None
3390	smooth	Chaninawa	jɨɸa	jɨɸa	j ɨ ɸ a	1099	0	j ɨ ɸ a		None
3391	smooth	Sharanawa	jɨɸa	jɨɸa	j ɨ ɸ a	1099	0	j ɨ ɸ a		None
3392	smooth	Amawaka	junkun	junkun	j u n k u n	1100	0	j u n k u n -		None
3393	smooth	Nawa	ʂaɾawa	ʂaɾawa	ʂ a ɾ a w a	1107	0	ʂ a ɾ a w a		None
3394	smooth	Marinawa	jɨɸa	jɨɸa	j ɨ ɸ a	1099	0	j ɨ ɸ a		None
3395	smooth	Yaminawa	ɲinwa	ɲinwa	ɲ i n w a	1099	0	ɲ i n w a		None
3396	smooth	Kashinawa_P	maju	majwa	m a j u	1098	0	m a - j u -		None
3397	smooth	Kashinawa_P	jinkɨwa	jinkɨwa	j i n k ɨ w a	1100	0	j i n k ɨ w a		None
3398	smooth	Kashinawa_B	maju	mayũ	m a j u	1098	0	m a - j u -		None
3399	warm (hot weather)	Matses	tʃu	tʃu	tʃ u	1378	0	tʃ u		None
3400	warm (hot weather)	Matses	itsis	itsis	i ts i s	1375	0	i ts i s -		None
3401	warm (hot weather)	Matis	itis	itis	i t i s	1375	0	i t i s -		None
3402	warm (hot weather)	Marubo	ʂana	ʂana	ʂ a n a	1374	0	ʂ a n a -		None
3403	warm (hot weather)	Katukina	xana	xana	x/ʂ a n a	1374	0	x a n a -		None
3404	warm (hot weather)	Shipibo_Konibo	ʂana	ʂana	ʂ a n a	1374	0	ʂ a n a -		None
3405	warm (hot weather)	Kapanawa	ʂana	ʂana	ʂ a n a	1374	0	ʂ a n a -		None
3406	warm (hot weather)	Arara	ʃada	ʃada	ʃ a d a	1374	0	- ʃ a - - d a -		None
3407	warm (hot weather)	Shanenawa	ʂana	ʂana	ʂ a n a	1374	0	ʂ a n a -		None
3408	warm (hot weather)	Yawanawa	ʂana	ʂana	ʂ a n a	1374	0	ʂ a n a -		None
3409	warm (hot weather)	Poyanawa	ũtisi	ũtisi	ũ t i s i	1375	0	ũ t i s i		None
3410	warm (hot weather)	Iskonawa	hana	hana	h a n a	1374	0	h a n a -		None
3411	warm (hot weather)	Chakobo	itsisa	itsisa	i ts i s a	1375	0	i ts i s a		None
3412	warm (hot weather)	Chakobo	waʔa	wa?a	w a ʔ a	1376	0	w a ʔ a		None
3413	warm (hot weather)	Pakawara	ikini	ikini	i k i n i	1377	0	i k i n i		None
3414	warm (hot weather)	Kakataibo	itsis	itsis	i ts i s	1375	0	i ts i s -		None
3415	warm (hot weather)	Kaxarari	itsisi	itsisi	i ts i s i	1375	0	i ts i s i		None
3416	warm (hot weather)	Mastanawa	ʂada	ʂada	ʂ a d a	1374	0	ʂ a d a -		None
3417	warm (hot weather)	Chaninawa	ʂada	ʂada	ʂ a d a	1374	0	ʂ a d a -		None
3418	warm (hot weather)	Sharanawa	ʂada	ʂada	ʂ a d a	1374	0	ʂ a d a -		None
3419	warm (hot weather)	Amawaka	it͡sis	it͡sis	i ts i s	1375	0	i ts i s -		None
3420	warm (hot weather)	Nawa	ʂada	ʂada	ʂ a d a	1374	0	ʂ a d a -		None
3421	warm (hot weather)	Marinawa	ʂanda	ʂanda	ʂ a ⁿd a	1374	0	ʂ a ⁿd a -		None
3422	warm (hot weather)	Yaminawa	ʂadaʔ	ʂadaʔ	ʂ a d a ʔ	1374	0	ʂ a d a ʔ		None
3423	warm (hot weather)	Kashinawa_P	kuwa	kuwaj	k u w a	1379	0	k u w a		None
3424	warm (hot weather)	Kashinawa_B	kuĩ	kuĩ	k u ĩ	1380	0	k u ĩ		None
3425	cold [weather]	Matses	iken	iken	i k e n	171	0	i k e n - - -		None
3426	cold [weather]	Matses	dawɨβud	dawɨβud	d a w ɨ + β u d	173	0	d a w ɨ + β u d		None
3427	cold [weather]	Matis	iken	iken	i k e n	171	0	i k e n - - -		None
