ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
3241	Matis	vomit [verb]	uk	uk	u k			1363	[]	1
3242	Marubo	vomit [verb]	anan	anan	a n a n			1361	[]	1
3243	Katukina	vomit [verb]	βupi	βupi	β u p i			1365	[]	1
3244	Shipibo_Konibo	vomit [verb]	kinan	kinan	k i n a n			1332	[]	1
3245	Kapanawa	vomit [verb]	hanaiki	hana	h a n a			1361	[]	1
3246	Kapanawa	vomit [verb]	kinani	kinan	k i n a n			1332	[]	1
3247	Shanenawa	vomit [verb]	anan	anan	a n a n			1361	[]	1
3248	Yawanawa	vomit [verb]	anan	anan	a n a n			1361	[]	1
3249	Nukini	vomit [verb]	anan	anan	a n a n			1361	[]	1
3250	Poyanawa	vomit [verb]	anan	anan	a n a n			1361	[]	1
3251	Iskonawa	vomit [verb]	anan	anan	a n a n			1361	[]	1
3252	Chakobo	vomit [verb]	hana	hana	h a n a			1361	[]	1
3253	Kakataibo	vomit [verb]	ana	ana	a n a			1361	[]	1
3254	Kaxarari	vomit [verb]	hilũ	hilũ	h i l ũ			1364	[]	1
3255	Mastanawa	vomit [verb]	ana	ana	a n a			1361	[]	1
3256	Chaninawa	vomit [verb]	anaj	ana	a n a			1361	[]	1
3257	Sharanawa	vomit [verb]	anaj	anaj	a n a dʒ			1361	[]	1
3258	Amawaka	vomit [verb]	hana	hana	h a n a			1361	[]	1
3259	Nawa	vomit [verb]	ana	ana	a n a			1361	[]	1
3260	Marinawa	vomit [verb]	ana	ana	a n a			1361	[]	1
3261	Kashinawa_P	vomit [verb]	hana	hana	h a n a			1361	[]	1
3262	Kashinawa_B	vomit [verb]	hanaĩ	hanaĩ	h a n a			1361	[]	1
3263	Araona	vomit [verb]	bataiyo	bataiyo	b a t a i j o			1362	[]	1
2298	Matses	walk	kapu	kapu	k a p u			1368	[]	1
2299	Matis	walk	kapo	kapo	k a + p o			1368	[]	1
2300	Marubo	walk	ka	ka	k a			1368	[]	1
2301	Katukina	walk	hinna	hinna	h i nː a			1371	[]	1
2302	Kanamari	walk	koʃi	koʃi	k o ʃ i			1334	[]	1
2303	Shipibo_Konibo	walk	ni	ni	n i			1369	[]	1
2304	Kapanawa	walk	nitʃi	nitʃi	n i + tʃ i			1369	[]	1
2305	Yawanawa	walk	kãw̃̃̃ã	kawan	k a w a n			1368	[]	1
2306	Iskonawa	walk	ni	ni	n i			1369	[]	1
2307	Chakobo	walk	βu?una	βuʔuna	β u ʔ u n a			1373	[]	1
2308	Pakawara	walk	ka	ka	k a			1368	[]	1
2309	Kakataibo	walk	niti	niti	n i + t i			1369	[]	1
2310	Kaxarari	walk	kã	kã	k ã			1368	[]	1
2311	Mastanawa	walk	kaj	kai	k a i			1368	[]	1
2312	Chaninawa	walk	ka	ka	k a			1368	[]	1
2313	Sharanawa	walk	ka	ka	k a			1368	[]	1
2314	Amawaka	walk	kaʔi	kaʔi	k a ʔ i			1368	[]	1
2315	Nawa	walk	ka	ka	k a			1368	[]	1
2316	Marinawa	walk	ka	ka	k a			1368	[]	1
2317	Yaminawa	walk	kaj	kai	k a i			1368	[]	1
2318	Kashinawa_P	walk	ni	ni	n i			1369	[]	1
2319	Araona	walk	aje	aje	a j e			1370	[]	1
3489	Matses	warm (hot weather)	tʃu	tʃu	tʃ u			1378	[]	1
3490	Matses	warm (hot weather)	itsis	itsis	i ts i s			1375	[]	1
3491	Matis	warm (hot weather)	itis	itis	i t i s			1375	[]	1
3492	Marubo	warm (hot weather)	ʂana	ʂana	ʂ a n a			1374	[]	1
3493	Katukina	warm (hot weather)	xana	xana	x/ʂ a n a			1374	[]	1
3494	Shipibo_Konibo	warm (hot weather)	ʂana	ʂana	ʂ a n a			1374	[]	1
3495	Kapanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a			1374	[]	1
3496	Shanenawa	warm (hot weather)	ʂana	ʂana	ʂ a n a			1374	[]	1
3497	Yawanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a			1374	[]	1
3498	Poyanawa	warm (hot weather)	ũtisi	ũtisi	ũ t i s i			1375	[]	1
3499	Iskonawa	warm (hot weather)	hana	hana	h a n a			1374	[]	1
3500	Chakobo	warm (hot weather)	itsisa	itsisa	i ts i s a			1375	[]	1
3501	Chakobo	warm (hot weather)	wa?a	waʔa	w a ʔ a			1376	[]	1
3502	Pakawara	warm (hot weather)	ikini	ikini	i k i n i			1377	[]	1
3503	Kakataibo	warm (hot weather)	itsis	itsis	i ts i s			1375	[]	1
3504	Kaxarari	warm (hot weather)	itsisi	itsisi	i ts i s i			1375	[]	1
3505	Mastanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a			1374	[]	1
3506	Chaninawa	warm (hot weather)	ʂada	ʂada	ʂ a d a			1374	[]	1
3507	Sharanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a			1374	[]	1
3508	Amawaka	warm (hot weather)	it͡sis	it͡sis	i ts i s			1375	[]	1
3509	Nawa	warm (hot weather)	ʂada	ʂada	ʂ a d a			1374	[]	1
3510	Marinawa	warm (hot weather)	ʂanda	ʂanda	ʂ a ⁿd a			1374	[]	1
3511	Yaminawa	warm (hot weather)	ʂadaʔ	ʂadaʔ	ʂ a d a ʔ			1374	[]	1
3512	Kashinawa_P	warm (hot weather)	kuwaj	kuwa	k u w a			1379	[]	1
3513	Kashinawa_B	warm (hot weather)	kuĩ	kuĩ	k u ĩ			1380	[]	1
3514	Araona	warm (hot weather)	a-asho	aasho	aː ʃ o			1335	[]	1
3515	Araona	warm (hot weather)	ashoda	ashoda	a ʃ o d a			1335	[]	1
2587	Matses	wash	pan	pan	p a n			1386	[]	1
2588	Matis	wash	ʃik	ʃik	ʃ i k			1389	[]	1
2589	Marubo	wash	tʃaka	tʃaka	tʃ a k a			1384	[]	1
2590	Katukina	wash	txua	txua	ʈʂ u a			1384	[]	1
2591	Shipibo_Konibo	wash	patsa	patsa	p a ts a			1383	[]	1
2592	Kapanawa	wash	dapan	dapan	d a p a n			1386	[]	1
2593	Kapanawa	wash	patsa	patsa	p a ts a			1383	[]	1
2594	Shanenawa	wash	tʃuka	tʃuka	tʃ u k a			1384	[]	1
2595	Yawanawa	wash	tʃuka	tʃuka	tʃ u k a			1384	[]	1
2596	Poyanawa	wash	ʧuki	ʧuki	tʃ u k i			1384	[]	1
2597	Iskonawa	wash	ʧuka	ʧuka	tʃ u k a			1384	[]	1
2598	Chakobo	wash	tʃuku	tʃuku	tʃ u k u			1384	[]	1
2599	Pakawara	wash	aʃi	aʃi	a ʃ i			1383	[]	1
2600	Kakataibo	wash	tʃuka	tʃuka	tʃ u k a			1384	[]	1
2601	Kaxarari	wash	palo	palo	p a l o			1386	[]	1
2602	Mastanawa	wash	patsa	patsa	p a ts a			1383	[]	1
2603	Chaninawa	wash	pat͡san	pat͡san	p a ts a n			1383	[]	1
2604	Sharanawa	wash	t͡ʃuka	t͡ʃuka	tʃ u k a			1384	[]	1
2605	Sharanawa	wash	pat͡san	pat͡san	p a ts a n			1383	[]	1
2606	Amawaka	wash	pat͡san	pat͡san	p a ts a n			1383	[]	1
2607	Nawa	wash	patsaj	patsa	p a ts a			1383	[]	1
2608	Nawa	wash	ʧuka	ʧuka	tʃ u k a			1384	[]	1
2609	Marinawa	wash	patsaj	patsa	p a ts a			1383	[]	1
2610	Marinawa	wash	ʧukaj	ʧuka	tʃ u k a			1384	[]	1
2611	Yaminawa	wash	patsa	patsa	p a ts a			1383	[]	1
2612	Kashinawa_P	wash	patsa	patsa	p a ts a			1383	[]	1
2613	Araona	wash	lukua	lukua	l u k u a			1387	[]	1
1448	Matses	water	akte	akte	a k + t e			1395	[]	1
1449	Matis	water	waka	waka	w a k a			1391	[]	1
1450	Marubo	water	waka	waka	w a k a			1391	[]	1
1451	Katukina	water	waka	waka	w a k a			1391	[]	1
1452	Kanamari	water	waka	waka	w a k a			1391	[]	1
1453	Shipibo_Konibo	water	umpaʂ	umpaʂ	u m p a ʂ			1396	[]	1
1454	Shipibo_Konibo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ			1390	[]	1
1455	Kapanawa	water	hɨnɨ	hɨnɨ	h ɨ n ɨ			1390	[]	1
1456	Shanenawa	water	ɨnɨ	ɨnɨ	ɨ n ɨ			1390	[]	1
1457	Yawanawa	water	βaka	βaka	β a k a			1391	[]	1
1458	Nukini	water	waka	waka	w a k a			1391	[]	1
1459	Poyanawa	water	waka	waka	w a k a			1391	[]	1
1460	Iskonawa	water	ɨpaha	ɨpaha	ɨ p a h a			1394	[]	1
1461	Chakobo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ			1390	[]	1
1462	Pakawara	water	hɨnɨ	hɨnɨ	h ɨ n ɨ			1390	[]	1
1463	Kakataibo	water	onpaʂ	onpaʂ	o n p a ʂ			1392	[]	1
1464	Kaxarari	water	waka	waka	w a k a			1391	[]	1
1465	Mastanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ			1390	[]	1
1466	Chaninawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ			1390	[]	1
1467	Sharanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ			1390	[]	1
1468	Amawaka	water	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ			1390	[]	1
1469	Nawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ			1390	[]	1
1470	Marinawa	water	ɸaka	ɸaka	ɸ a k a			1391	[]	1
1471	Yaminawa	water	waʔa	waʔa	w a ʔ a			1391	[]	1
1472	Kashinawa_P	water	hɨnɨ	hɨnɨ	h ɨ n ɨ			1390	[]	1
1473	Kashinawa_P	water	umpaʂ	umpaʂ	u m p a ʂ			1392	[]	1
1474	Kashinawa_B	water	unpaʂ	unpaʂ	u n p a ʂ			1392	[]	1
1475	Araona	water	ena	ena	e n a			1393	[]	1
1999	Matses	we	nuki	nuki	n u + k i			1398	[]	1
2000	Matis	we	nuki	nuki	n u + k i			1398	[]	1
2001	Marubo	we	nukɨ	nukɨ	n u + k ɨ			1398	[]	1
2002	Shipibo_Konibo	we	un	nu	n u			1403	[]	1
2003	Kapanawa	we	nukɨ	nukɨ	n u + k ɨ			1398	[]	1
2004	Shanenawa	we	nu	nu	n u			1398	[]	1
2005	Yawanawa	we	nu	nu	n u			1398	[]	1
2006	Poyanawa	we	nu	nu	n u			1398	[]	1
2007	Iskonawa	we	nu	nu	n u			1398	[]	1
2008	Chakobo	we	nu	nu	n u			1398	[]	1
2009	Pakawara	we	nu	nu	n u			1398	[]	1
2010	Kakataibo	we	nu	nu	n u			1398	[]	1
2011	Kaxarari	we	luhu	luhu	l u h u			1400	[]	1
2012	Mastanawa	we	nu	nu	n u			1398	[]	1
2013	Sharanawa	we	nu	nu	n u			1398	[]	1
2014	Amawaka	we	nu	nu	n u			1398	[]	1
2015	Nawa	we	nu	nu	n u			1398	[]	1
2016	Marinawa	we	dukuɸu	dukuɸu	d u + k u + ɸ u			1400	[]	1
2017	Yaminawa	we	duʔu	duʔu	d u ʔ u			1400	[]	1
2018	Kashinawa_P	we	dasiβi	dasiβi	d a s i β i			1402	[]	1
2019	Kashinawa_P	we	nu	nu	n u			1398	[]	1
2020	Kashinawa_B	we	nu	nu	n u			1398	[]	1
2021	Araona	we	kuada	kuada	k u a d a			1399	[]	1
2022	Araona	we	kuama	kuama	k u a m a			1399	[]	1
3829	Matses	wet	tʂuku	tʂuku	ʈʂ u k u			1406	[]	1
3830	Matis	wet	tʂuβɨd	tʂuβɨd	ʈʂ u β ɨ d			1406	[]	1
3831	Marubo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a			1404	[]	1
3832	Katukina	wet	metxa	metxa	m e ʈʂ a			1404	[]	1
3833	Shipibo_Konibo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a			1404	[]	1
3834	Kapanawa	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a			1404	[]	1
3835	Shanenawa	wet	mutʃia	mɨtʃa	m ɨ tʃ a			1404	[]	1
3836	Poyanawa	wet	bɨʃa	bɨʃa	b ɨ ʃ a			1404	[]	1
3837	Iskonawa	wet	mɨʧa	mɨʧa	m ɨ tʃ a			1404	[]	1
3838	Chakobo	wet	tʃaaʂa	tʃaʂa	tʃ a ʂ a			1410	[]	1
3839	Chakobo	wet	musa	mɨsa	m ɨ s a			1404	[]	1
3840	Kakataibo	wet	tʃaβa	tʃaβa	tʃ a β a			1410	[]	1
3841	Kaxarari	wet	hɨnla	hɨnla	h ɨ n l a			1411	[]	1
3842	Mastanawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a			1404	[]	1
3843	Chaninawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a			1404	[]	1
3844	Sharanawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a			1404	[]	1
3845	Amawaka	wet	mɨt͡ʃa	mɨt͡ʃa	m ɨ tʃ a			1404	[]	1
3846	Nawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a			1404	[]	1
3847	Marinawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a			1404	[]	1
3848	Yaminawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a			1404	[]	1
3849	Kashinawa_P	wet	ʧajka	ʧajka	tʃ a j k a			1410	[]	1
3850	Kashinawa_B	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a			1404	[]	1
3851	Araona	wet	anaja	anaja	a n a j a			1408	[]	1
2096	Matses	what [interr.]	atotsi	atotsi	a t o + ts i			1415	[]	1
2097	Matis	what [interr.]	awɨda	awɨda	a w ɨ d a			1412	[]	1
2098	Marubo	what [interr.]	awɨ	awɨ	a w ɨ			1412	[]	1
2099	Shipibo_Konibo	what [interr.]	hawɨ	hawɨ	h a w ɨ			1412	[]	1
2100	Kapanawa	what [interr.]	hawa	hawa	h a w a			1412	[]	1
2101	Shanenawa	what [interr.]	hawɨ	hawɨ	h a w ɨ			1412	[]	1
2102	Yawanawa	what [interr.]	awɨ	awɨ	a w ɨ			1412	[]	1
2103	Iskonawa	what [interr.]	ahuja	ahuja	a h u j a			1417	[]	1
2104	Iskonawa	what [interr.]	awɨ	awɨ	a w ɨ			1412	[]	1
2105	Chakobo	what [interr.]	hawɨ	hawɨ	h a w ɨ			1412	[]	1
2106	Kakataibo	what [interr.]	a ɲu	a ɲu	a + ɲ u			1416	[]	1
2107	Kaxarari	what [interr.]	hawã	hawã	h a w ã			1412	[]	1
2108	Mastanawa	what [interr.]	awa	awa	a w a			1412	[]	1
2109	Chaninawa	what [interr.]	awamɨ	awamɨ	a w a m ɨ			1412	[]	1
2110	Sharanawa	what [interr.]	awa	awa	a w a			1412	[]	1
2111	Amawaka	what [interr.]	haɨ	haɨ	h a ɨ			1412	[]	1
2112	Nawa	what [interr.]	awa	awa	a w a			1412	[]	1
2113	Marinawa	what [interr.]	awa	awa	a w a			1412	[]	1
2114	Yaminawa	what [interr.]	awa	awa	a w a			1412	[]	1
2115	Kashinawa_P	what [interr.]	hawa	hawa	h a w a			1412	[]	1
2116	Kashinawa_B	what [interr.]	hawa	hawa	h a w a			1412	[]	1
2117	Araona	what [interr.]	ai	ai	a i			1413	[]	1
2118	Araona	what [interr.]	kuipa	kuipa	k u i p a			1414	[]	1
4332	Matis	when [interr.]	miste kuɨnɨʂta	miste kuɨnɨʂta	m i s t e + k u ɨ n ɨ ʂ t a			1424	[]	1
4333	Marubo	when [interr.]	awɨtian	awɨtian	a w ɨ + t i a n			1420	[]	1
4334	Shipibo_Konibo	when [interr.]	hawɨtian	hawɨtian	h a w ɨ + t i a n			1420	[]	1
4335	Kapanawa	when [interr.]	hawɨtian	hawɨtian	h a w ɨ + t i a n			1420	[]	1
4336	Shanenawa	when [interr.]	hatian	hatian	h a t i a n			1420	[]	1
4337	Yawanawa	when [interr.]	awɨtian	awɨtian	a w ɨ + t i a n			1420	[]	1
4338	Nukini	when [interr.]	pãnui	pãnui	p ã n u i			1425	[]	1
4339	Chakobo	when [interr.]	hɨninu	hɨninu	h ɨ n i n u			1427	[]	1
4340	Kakataibo	when [interr.]	uisaran	uisaran	u i s a r a n			1423	[]	1
4341	Kaxarari	when [interr.]	hawɨini	hawɨini	h a w ɨ i n i			1420	[]	1
4342	Mastanawa	when [interr.]	awɨtja	awɨtia	a w ɨ t i a			1420	[]	1
4343	Chaninawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n			1420	[]	1
4344	Sharanawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n			1420	[]	1
4345	Amawaka	when [interr.]	kɨt͡satian	kɨt͡satian	k ɨ ts a t i a n			1340	[]	1
4346	Nawa	when [interr.]	awɨtjan	awɨtjan	a w ɨ t j a n			1420	[]	1
4347	Marinawa	when [interr.]	awɨtjamɨ	awɨtiamɨ	a w ɨ t i a m ɨ			1420	[]	1
4348	Yaminawa	when [interr.]	awɨtjan	awɨtian	a w ɨ + t i a n			1420	[]	1
4349	Kashinawa_P	when [interr.]	hatja	hatia	h a t i a			1420	[]	1
4350	Kashinawa_B	when [interr.]	hatiamɨ	hatiamɨ	h a t i a m ɨ			1420	[]	1
4351	Araona	when [interr.]	kuipatsio	kuipatsio	k u i p a ts i o			1426	[]	1
4309	Matses	where [interr.]	mida	mida	m i d a			1433	[]	1
4310	Matis	where [interr.]	mida	mida	m i d a			1433	[]	1
4311	Marubo	where [interr.]	atu	atu	a t u			1436	[]	1
4312	Katukina	where [interr.]	handu-ra	handura	h a n d u r a			1434	[]	1
4313	Shipibo_Konibo	where [interr.]	hawɨranu	hawɨranu	h a w ɨ + r a n u			1431	[]	1
4314	Kapanawa	where [interr.]	hawɨranu	hawɨranu	h a w ɨ + r a n u			1431	[]	1
4315	Shanenawa	where [interr.]	haki	haki	h a k i			1432	[]	1
4316	Yawanawa	where [interr.]	anu	anu	a n u			1429	[]	1
4317	Iskonawa	where [interr.]	uani	uani	u a n i			1429	[]	1
4318	Chakobo	where [interr.]	hawɨnia	hawɨnia	h a w ɨ n i a			1431	[]	1
4319	Kakataibo	where [interr.]	uinu	uinu	u i n u			1429	[]	1
4320	Kaxarari	where [interr.]	haɨnkɨ̃	haɨnkɨ̃	h a ɨ n k ɨ̃			1435	[]	1
4321	Mastanawa	where [interr.]	ɸajmɨ	ɸajmɨ	ɸ a j m ɨ			1428	[]	1
4322	Chaninawa	where [interr.]	ɾadi	ɾadi	ɾ a d i			1428	[]	1
4323	Sharanawa	where [interr.]	ɾadi	ɾadi	ɾ a d i			1428	[]	1
4324	Amawaka	where [interr.]	ɾaki	ɾaki	ɾ a k i			1428	[]	1
4325	Nawa	where [interr.]	ɾaki	ɾaki	ɾ a k i			1428	[]	1
4326	Marinawa	where [interr.]	ɾandimɨ	ɾandimɨ	ɾ a ⁿd i m ɨ			1428	[]	1
4327	Marinawa	where [interr.]	ɾadimɨ	ɾadimɨ	ɾ a d i m ɨ			1428	[]	1
4328	Yaminawa	where [interr.]	waʔi	waʔi	w a ʔ i			1432	[]	1
4329	Kashinawa_P	where [interr.]	hani	hani	h a n i			1429	[]	1
4330	Kashinawa_B	where [interr.]	hani	hani	h a n i			1429	[]	1
4331	Araona	where [interr.]	ko	ko	k o			1405	[]	1
3628	Matses	white	uʂu	uʂu	u ʂ u			1439	[]	1
3629	Matis	white	wasa	wasa	w a s a			1624	[]	1
3630	Marubo	white	uʂu	uʂu	u ʂ u			1439	[]	1
3631	Katukina	white	uxu	uxu	u x/ʂ u			1439	[]	1
3632	Shipibo_Konibo	white	huʂu	huʂu	h u ʂ u			1439	[]	1
3633	Kapanawa	white	huʂu	huʂu	h u ʂ u			1439	[]	1
3634	Yawanawa	white	uʃu	uʃu	u ʃ u			1439	[]	1
3635	Nukini	white	uhu	uhu	u h u			1439	[]	1
3636	Poyanawa	white	uhu	uhu	u h u			1439	[]	1
3637	Iskonawa	white	rauh	rauh	r a u h			1439	[]	1
3638	Chakobo	white	huʂu	huʂu	h u ʂ u			1439	[]	1
3639	Pakawara	white	huʂu	huʂu	h u ʂ u			1439	[]	1
3640	Kakataibo	white	uʂu	uʂu	u ʂ u			1439	[]	1
3641	Kaxarari	white	wakuʂu	wakuʂu	w a k u ʂ u			1623	[]	1
3642	Mastanawa	white	uʂu(pa)	uʂu	u ʂ u			1439	[]	1
3643	Chaninawa	white	uʂu	uʂu	u ʂ u			1439	[]	1
3644	Sharanawa	white	uʂu	uʂu	u ʂ u			1439	[]	1
3645	Amawaka	white	huçu	huçu	h u ç u			1439	[]	1
3646	Nawa	white	uʂu	uʂu	u ʂ u			1439	[]	1
3647	Marinawa	white	uʂu	uʂu	u ʂ u			1439	[]	1
3648	Yaminawa	white	uʂu	uʂu	u ʂ u			1439	[]	1
3649	Kashinawa_P	white	huʂu	huʂu	h u ʂ u			1439	[]	1
3650	Kashinawa_B	white	huʂupa	huʂupa	h u ʂ u p a			1439	[]	1
3651	Araona	white	amae	amae	a m a e			1441	[]	1
3652	Araona	white	apaja	apaja	a p a j a			1440	[]	1
2073	Matses	who [interr.]	tsutsi	tsutsi	ts u ts i			1443	[]	1
2074	Matis	who [interr.]	tsutsi	tsutsi	ts u ts i			1443	[]	1
2075	Marubo	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2076	Katukina	who [interr.]	txua	txua	ʈʂ u a			1443	[]	1
2077	Shipibo_Konibo	who [interr.]	tsu	tsu	ts u a			1443	[]	1
2078	Kapanawa	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2079	Shanenawa	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2080	Yawanawa	who [interr.]	tsu	tsu	ts u			1443	[]	1
2081	Iskonawa	who [interr.]	tsu	tsu	ts u			1443	[]	1
2082	Chakobo	who [interr.]	tsuwɨni	tsuwɨni	ts u w ɨ n i			1443	[]	1
2083	Kakataibo	who [interr.]	ui	ui	u i			1446	[]	1
2084	Kaxarari	who [interr.]	tsuhũ	tsuhũ	ts u h ũ			1443	[]	1
2085	Mastanawa	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2086	Chaninawa	who [interr.]	t͡suamɨ	t͡suamɨ	ts u a + m ɨ			1443	[]	1
2087	Sharanawa	who [interr.]	t͡suan	t͡suan	ts u a			1443	[]	1
2088	Amawaka	who [interr.]	t͡sua	t͡sua	ts u a			1443	[]	1
2089	Nawa	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2090	Marinawa	who [interr.]	tsunwa	tsunwa	ts u n w a			1443	[]	1
2091	Yaminawa	who [interr.]	tswa	tswa	ts u a			1443	[]	1
2092	Kashinawa_P	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2093	Kashinawa_B	who [interr.]	tsua	tsua	ts u a			1443	[]	1
2094	Araona	who [interr.]	aise	aise	a i s e			1444	[]	1
2095	Araona	who [interr.]	aiyaja	aiyaja	a i j a j a			1445	[]	1
3983	Matses	wide	nua	nua	n u a			1452	[]	1
3984	Matis	wide	noa	noa	n o a			1452	[]	1
3985	Marubo	wide	ani	ani	a n i			1451	[]	1
3986	Shipibo_Konibo	wide	ani	ani	a n i			1451	[]	1
3987	Shipibo_Konibo	wide	naʂβa	naʂβa	n a ʂ β a			1449	[]	1
3988	Kapanawa	wide	pɨʂtin	pɨʂtin	p ɨ ʂ t i n			1459	[]	1
3989	Kapanawa	wide	naʂβa	naʂβa	n a ʂ β a			1449	[]	1
3990	Iskonawa	wide	nahβa	nahβa	n a h β a			1449	[]	1
3991	Chakobo	wide	tʃa?ita	tʃaʔita	tʃ a ʔ i t a			1454	[]	1
3992	Mastanawa	wide	pɨta	pɨta	p ɨ t a			1450	[]	1
3993	Chaninawa	wide	pɨta	pɨta	p ɨ t a			1450	[]	1
3994	Sharanawa	wide	aʂɸa	aʂɸa	a ʂ ɸ a			1449	[]	1
3995	Amawaka	wide	tuʔa	tuʔa	t u ʔ a			1454	[]	1
3996	Nawa	wide	ɨwapa	ɨwapa	ɨ w a p a			1453	[]	1
3997	Nawa	wide	aʂpa	aʂpa	a ʂ p a			1449	[]	1
3998	Marinawa	wide	aʂɸa	aʂɸa	a ʂ ɸ a			1449	[]	1
3999	Yaminawa	wide	pɨta	pɨta	p ɨ t a			1450	[]	1
4000	Kashinawa_P	wide	ɨwapa	ɨwapa	ɨ w a p a			1453	[]	1
307	Matses	wife	tʃido	tʃido	tʃ i d o			1466	[]	1
308	Matis	wife	awin	awin	a w i n			1460	[]	1
309	Marubo	wife	ain	ain	a i n			1460	[]	1
310	Katukina	wife	ain	ain	a i n			1460	[]	1
311	Shipibo_Konibo	wife	awin	awin	a w i n			1460	[]	1
312	Kapanawa	wife	awin	awin	a w i n			1460	[]	1
313	Kapanawa	wife	ainβu	ainβu	a i n + β u			1460	[]	1
314	Shanenawa	wife	awin	awin	a w i n			1460	[]	1
315	Yawanawa	wife	awin	awin	a w i n			1460	[]	1
316	Poyanawa	wife	awĩ	awĩ	a w ĩ			1460	[]	1
317	Iskonawa	wife	awĩ	awĩ	a w ĩ			1460	[]	1
318	Chakobo	wife	awini	awini	a w i n i			1460	[]	1
319	Pakawara	wife	?awini	ʔawini	ʔ a w i n i			1460	[]	1
320	Kakataibo	wife	ʂano	ʂano	ʂ a n o			1469	[]	1
321	Kaxarari	wife	ɨitahi	ɨitahi	ɨ i t a h i			1467	[]	1
322	Mastanawa	wife	ɨnwɨami	ɨnwɨami	ɨ w ɨ n + a m i			1460	[]	1
323	Chaninawa	wife	ɨwɨami	ɨwɨami	ɨ w ɨ + a m i n			1460	[]	1
324	Chaninawa	wife	ɨwɨaβi	ɨwɨaβi	ɨ w ɨ + a β i n			1460	[]	1
325	Sharanawa	wife	awin	awin	a w i n			1460	[]	1
326	Amawaka	wife	ain	ain	a i n			1460	[]	1
327	Nawa	wife	a:mi	a:mi	aː m i			1460	[]	1
328	Marinawa	wife	ami	ami	a m i			1460	[]	1
329	Marinawa	wife	pandu	pandu	p a ⁿd u			1464	[]	1
330	Yaminawa	wife	awĩ	awĩ	a w ĩ			1460	[]	1
331	Kashinawa_P	wife	ajʔ	ajʔ	a j ʔ			1468	[]	1
332	Kashinawa_B	wife	aĩ	aĩ	a ĩ			1460	[]	1
333	Araona	wife	boilimi	boilimi	b o i l i m i			1463	[]	1
334	Araona	wife	wane	wane	w a n e			1465	[]	1
335	Araona	wife	mama	mama	m a m a			1461	[]	1
1701	Matses	wind [breeze]	kunkekid	kunkekid	k u n k e + k i d			1472	[]	1
1702	Matis	wind [breeze]	kunkekid	kunkekid	k u n k e + k i d			1472	[]	1
1703	Marubo	wind [breeze]	jɨwɨ	jɨwɨ	j ɨ w ɨ			1470	[]	1
1704	Katukina	wind [breeze]	niwi	niwi	n i w i			1470	[]	1
1705	Shipibo_Konibo	wind [breeze]	niwɨ	niwɨ	n i w ɨ			1470	[]	1
1706	Kapanawa	wind [breeze]	niwɨ	niwɨ	n i w ɨ			1470	[]	1
1707	Shanenawa	wind [breeze]	niɸu	niɸu	n i ɸ ɨ			1470	[]	1
1708	Yawanawa	wind [breeze]	nɨwɨ	nɨwɨ	n ɨ w ɨ			1470	[]	1
1709	Nukini	wind [breeze]	nasi	nasi	n a s i			1625	[]	1
1710	Iskonawa	wind [breeze]	niwɨ	niwɨ	n i w ɨ			1470	[]	1
1711	Chakobo	wind [breeze]	yuʃini	yuʃini	j u ʃ i n i			1473	[]	1
1712	Pakawara	wind [breeze]	huexna	huexna	h u e x/ʂ n a			1475	[]	1
1713	Kakataibo	wind [breeze]	suɲu	suɲu	s u ɲ u			1478	[]	1
1714	Kaxarari	wind [breeze]	wɨhɨta	wɨhɨta	w ɨ h ɨ t a			1477	[]	1
1715	Mastanawa	wind [breeze]	kũĩ	kũĩ	k ũ ĩ			1476	[]	1
